id,amount,currency,state,date
F7058941664924219,603.36,EUR,val-d'oise,3/12/2007 15:56
Q9048190691235721,584.03,USD,bayern,9/23/2007 3:30
I1981460291905172,447.97,USD,bucuresti,9/14/2007 20:31
X4347371016478702,454.19,EUR,niedersachsen,6/26/2007 14:55
T6742921253363326,1427.57,USD,new south wales,2/10/2007 10:24
K5847115228141314,746.99,USD,michigan,2/10/2007 12:17
J1352980786002379,146.6,USD,greater london,3/14/2007 20:36
I6327679291639826,1482.17,USD,vienne,7/22/2007 23:01
M3871128978364325,981.78,USD,bayern,7/21/2007 14:03
K6062666691464953,967.17,USD,new york,1/12/2008 16:21
F6557363269293336,268.44,USD,florida,5/1/2007 17:50
O3755265416258764,1282.15,USD,oregon,7/4/2007 20:27
Y4297141620941513,1864.81,USD,texas,7/22/2007 21:31
A3483361144545179,900.43,USD,arizona,7/20/2007 16:16
E3176454526741081,2.25,USD,indiana,3/3/2007 4:39
G5495977178184483,1816.34,KRW,kentucky,6/18/2007 15:59
N5867143788945132,1464.36,NZD,georgia,6/15/2007 14:07
Q4895989599942490,1051.14,EUR,texas,3/9/2007 11:40
W8698297028354739,1577.79,DKK,greater london,3/30/2007 13:38
K2897155360071960,96.81,EUR,auckland,3/30/2007 11:53
E9015229059873898,15.0,BRL,ohio,8/10/2007 0:27
W3812947622832571,1609.11,EUR,california,9/15/2007 5:27
N5480773512809334,384.98,EUR,firenze,2/10/2007 20:13
K2157977224426802,1852.21,USD,washington,4/1/2007 21:00
X8859583217113330,170.75,USD,south dakota,2/18/2007 2:49
E4595793120109381,275.11,EUR,colorado,4/17/2007 12:40
K2880312969686864,343.02,EUR,california,7/31/2007 15:56
I5861896012836643,1707.81,USD,kirklees,4/20/2007 0:45
O1863706591664075,1320.71,CAD,illinois,4/3/2007 2:08
O2630847911887020,308.33,USD,minnesota,2/17/2007 12:55
B7258428072118168,405.94,USD,massachusetts,2/28/2007 11:59
N9737823693017193,1879.95,USD,pennsylvania,4/17/2007 15:36
N9971424894689759,705.71,MXN,new york,3/2/2007 23:16
M7140700589796332,1064.65,EUR,greater london,3/13/2007 3:01
D4243441946986484,522.1,USD,victoria,9/7/2007 5:11
R9747517814689514,857.81,INR,massachusetts,3/6/2007 11:14
W9451557210834581,1650.31,USD,pennsylvania,8/10/2007 0:45
T2576392743911719,321.68,USD,sheffield,12/4/2007 10:28
R1162282220665116,1744.03,USD,california,5/5/2007 21:16
V8280833720454480,1696.62,USD,illinois,2/10/2007 9:27
D6490574873452959,1545.51,USD,distrito federal,5/20/2007 18:04
H2379500265872401,278.98,USD,florida,6/16/2007 2:35
D4853848049024752,1194.88,USD,california,9/24/2007 1:06
S8166318929493749,49.46,HKD,hovedstaden,5/17/2007 6:29
M2307771931929163,578.53,USD,new york,9/8/2007 14:42
K7496489517107325,3.18,USD,california,2/24/2007 4:52
A4325974540905193,339.74,BRL,new south wales,7/17/2007 1:46
O3620713121681792,555.43,USD,texas,8/9/2007 15:12
O1356367583277525,896.85,USD,british columbia,3/25/2007 3:46
J6528585126028790,910.91,USD,connecticut,3/9/2007 18:09
U4369312599006169,481.14,USD,california,10/22/2007 8:15
A5321716575112033,394.06,USD,california,4/6/2007 19:33
R1282283368436038,375.48,GBP,texas,2/10/2007 18:37
A1566132399521989,1675.5,USD,greater london,3/9/2007 15:13
M2053962554316559,127.78,USD,louisiana,6/10/2007 21:01
I8133189623046366,730.73,USD,berlin,3/13/2007 0:48
G6346540687348747,452.04,USD,florida,3/19/2007 5:58
J7202740216783190,1629.24,USD,marne,2/11/2007 1:50
P4934210370955626,1454.34,USD,western australia,5/3/2007 7:54
A9998250533879229,712.41,AUD,virginia,3/5/2007 14:17
H4666834270905103,1164.41,USD,virginia,8/21/2007 20:10
E3111382913181460,403.59,USD,uppsala lan,6/25/2007 13:23
C6312893086566058,1621.86,USD,galati,2/10/2007 11:55
H6308960764464330,693.47,CHF,maharashtra,8/9/2007 22:04
G2529935873452136,771.15,MXN,hawaii,2/14/2007 2:53
I3410113164538210,1346.9,USD,missouri,5/7/2007 4:10
V4893599138881285,147.84,THB,indiana,1/12/2008 21:44
A1508420448829616,554.58,USD,louisiana,4/17/2007 23:38
J9776743745226700,404.9,USD,colorado,9/19/2007 1:59
W3850788367527319,1461.6,USD,ohio,5/1/2007 18:14
V1896387329133776,1671.85,USD,new south wales,3/7/2007 4:51
N5080564734187074,1873.06,USD,new south wales,3/22/2007 14:59
Z4687522249228280,1583.45,EUR,illinois,3/3/2007 5:02
K3279812750383532,680.61,USD,california,9/2/2007 0:36
N5977908445887735,984.89,BRL,new york,6/11/2007 5:39
G9570473682243890,1728.0,USD,none,9/26/2007 18:34
S3320756430252028,1422.83,USD,new york,2/22/2007 3:51
M5417113471042295,78.61,EUR,north east lincolnshire,12/26/2007 15:52
Z5228501921984454,534.73,USD,nevada,5/17/2007 16:58
R3479527171881226,8.65,USD,tennessee,3/7/2007 0:42
T3744105714218268,1053.36,USD,california,12/8/2007 8:24
A4377997678365472,609.84,USD,east dunbartonshire,3/3/2007 8:00
B6204454418017444,673.43,EUR,utah,2/27/2007 8:43
K8443184880226021,1920.31,GBP,victoria,3/27/2007 10:09
J7454100127865056,1997.25,USD,minnesota,3/26/2007 12:13
H6653994950131544,638.96,USD,virginia,2/10/2007 12:53
R9665858629395132,290.99,GBP,ciudad de buenos aires,3/10/2007 4:32
Y2680473459613509,87.49,USD,pennsylvania,7/15/2007 7:36
R8046500428683872,132.9,BRL,georgia,2/10/2007 13:20
L9554182824857660,1718.38,USD,iowa,3/19/2007 8:11
O6727417715062810,1765.28,EUR,wisconsin,2/10/2007 20:35
D5834101156714218,1811.77,USD,new york,3/1/2007 3:25
Z5043770020311798,352.65,USD,georgia,5/21/2007 13:40
I1567536742136583,402.54,EUR,british columbia,3/13/2007 7:27
X1923525112708664,992.69,USD,minnesota,3/31/2007 2:09
U1556434430015653,1001.8,USD,kansas,3/6/2007 9:16
O9169267914982426,1842.19,CAD,colorado,5/21/2007 19:05
B9195273291864217,1455.41,USD,ohio,3/7/2007 6:56
V4548436056991721,745.58,USD,greater london,2/10/2007 19:16
I2404178920579986,1485.78,USD,kentucky,2/10/2007 16:19
H7862744218874815,1071.58,KRW,florida,5/6/2007 6:53
F6304266122007131,89.66,USD,kentucky,7/4/2007 12:00
A5591287011198060,565.45,USD,ontario,3/26/2007 17:33
D8449594425953031,1635.58,SEK,sheffield,5/10/2007 0:45
U4897612048054141,0.72,EUR,bucuresti,5/2/2007 10:05
Z7459894920284890,388.01,USD,new jersey,2/10/2007 23:51
M9308814352237609,350.55,USD,milano,3/30/2007 22:02
W1304327230519863,1423.31,USD,new south wales,2/10/2007 15:26
Z2281352698167802,1588.38,USD,victoria,5/29/2007 12:54
G5571312588314072,1631.26,USD,distrito federal,3/3/2007 0:39
Y8216400785437216,1926.25,USD,ohio,2/10/2007 18:37
M3648831169948922,1353.95,CHF,missouri,8/26/2007 3:34
A1032246091865881,863.27,USD,sheffield,6/18/2007 15:27
Q1396517149609406,1089.72,USD,noord-holland,7/6/2007 1:17
S8047679077255412,447.31,EUR,puebla,10/1/2007 6:16
P1730241778638013,236.84,USD,greater london,10/12/2007 3:16
M9431196684987001,1765.04,JPY,california,4/1/2007 12:55
X9093393012681669,929.53,USD,oslo,4/17/2007 9:01
Q6180661746807294,1130.64,AUD,san salvador,10/21/2007 16:49
U1917542129456559,768.72,USD,greater london,4/2/2007 15:24
R5817663273712806,865.93,USD,colorado,7/8/2007 8:43
B9370268388685004,305.57,USD,colorado,3/13/2007 8:26
Q1073502170918834,481.78,USD,new south wales,2/24/2007 22:42
E2559916131398408,417.28,EUR,pennsylvania,3/18/2007 11:21
T3183193962437652,444.2,USD,california,6/22/2007 9:30
K1503587122685735,900.25,USD,none,11/7/2007 17:14
T6936176070026820,122.46,USD,washington,2/25/2007 17:35
B3510573194263469,611.99,USD,new york,3/6/2007 14:58
M1453795189202831,642.46,CAD,oslo,2/18/2007 13:08
G8687946177333005,783.09,AUD,san salvador,2/20/2007 9:00
G6552716416903654,1510.48,USD,california,10/20/2007 18:49
Q2401493015648486,1711.06,USD,new jersey,3/30/2007 16:47
L3859588028603483,448.16,USD,new jersey,2/27/2007 15:22
B2653478066641108,866.95,USD,minnesota,2/12/2007 19:53
S8824690236041990,66.98,EUR,san salvador,4/10/2007 4:53
T2047879430142677,1155.0,USD,new york,2/19/2007 0:58
P7253138736301458,1932.24,ZAR,rhode island,2/11/2007 6:15
F3762212729586156,1251.32,USD,varsinais-suomi,8/29/2007 15:02
O3594988810645689,1786.24,USD,aichi,4/5/2007 23:13
D5896273529849335,308.35,USD,tokyo,3/16/2007 11:21
U2968933346879704,456.3,USD,california,12/31/2007 19:18
K1688339428754880,1660.26,USD,trafford,4/24/2007 1:37
O3066424140411599,1776.97,USD,liege,5/12/2007 23:07
D3767870381734356,597.8,USD,greater london,3/4/2007 9:59
P9642170674872933,1688.5,JPY,zuerich,6/28/2007 20:19
C3574969673488234,693.03,USD,barcelona,2/25/2007 11:03
B3539488962578888,367.0,USD,new york,3/19/2007 4:48
N7380899514118295,1548.42,GBP,georgia,12/5/2007 8:12
M5243520878066565,1006.72,USD,california,4/16/2007 21:08
R5415126029195890,684.18,USD,california,5/11/2007 19:50
Q6160350666725938,1965.18,USD,manitoba,3/15/2007 11:03
A5787879537271897,1752.78,USD,rhode island,2/19/2007 10:34
H7541647375852067,575.49,USD,colorado,6/16/2007 13:21
J2554484057042548,577.12,USD,illinois,7/1/2007 6:15
H4467744762642880,1719.59,USD,california,2/12/2007 3:39
Z9894213971019618,1991.13,ARS,victoria,3/27/2007 0:08
U7392555174604197,1707.99,USD,mississippi,10/30/2007 3:02
E2295295120027196,1462.59,USD,washington,11/7/2007 12:39
V9630578510394411,1024.64,USD,florida,1/12/2008 10:58
N4697663277211951,671.26,USD,california,2/10/2007 17:02
Z3323655178916122,1256.77,USD,hamburg,3/5/2007 1:56
Q9905528199651810,309.46,EUR,milano,4/6/2007 1:44
J7349487334453126,347.89,USD,california,5/17/2007 22:47
Y2253210219147135,240.69,SGD,quebec,4/3/2007 9:46
J8710285197123804,1819.09,USD,washington,3/15/2007 8:51
U4100288616597680,788.58,USD,missouri,3/9/2007 23:19
U4140533278486846,15.89,USD,michigan,4/1/2007 17:52
R2588249664762158,696.75,USD,ciudad de buenos aires,3/27/2007 22:18
H3499669143052167,75.92,USD,wisconsin,5/11/2007 12:18
G4739627836844110,892.5,USD,new york,3/3/2007 14:17
Q4758432737908320,1217.92,AUD,florida,2/11/2007 12:07
N5924480924605062,1381.99,GBP,california,5/29/2007 16:09
M8666486656042785,1333.37,GBP,california,2/11/2007 3:40
N3066652168107777,473.09,USD,florida,8/11/2007 10:28
O9382756122473212,546.87,USD,pennsylvania,2/19/2007 19:15
D7607923315396379,1755.03,USD,none,2/10/2007 18:54
U9658473421765849,88.45,USD,greater london,8/5/2007 22:32
G6058233048176059,918.05,USD,moskva,8/4/2007 18:16
Z3612313871582727,475.69,USD,ohio,2/11/2007 6:39
J4101162264948837,336.47,CAD,distrito federal,10/21/2007 2:27
O6822997992452110,1349.81,EUR,new york,9/29/2007 19:07
R5736289598635837,1077.61,USD,malopolskie,3/10/2007 20:01
S2548319783012347,1375.76,USD,north carolina,2/18/2007 0:23
Y4455463434781602,1912.64,GBP,paris,3/8/2007 12:47
P7005774196938489,763.77,USD,california,9/8/2007 8:49
V4073956035686746,1658.93,USD,greater london,3/10/2007 20:13
I1109403954769292,1245.05,USD,ohio,5/2/2007 11:29
J6266947466904703,14.29,AUD,ar riyad,9/9/2007 4:43
E4540198281355789,252.84,JPY,california,5/11/2007 11:16
B6314165980443517,229.9,GBP,kentucky,2/10/2007 11:00
N9158606512313165,1976.46,USD,sao paulo,8/14/2007 0:36
X2446297469834185,179.65,EUR,hyogo,3/18/2007 2:06
V5950324293676457,1440.13,USD,washington,12/20/2007 1:14
Z3132731473044759,1500.14,AUD,south carolina,8/19/2007 4:18
Q5016389097139230,169.12,USD,wisconsin,4/10/2007 5:25
J1066413568484650,1660.8,USD,new jersey,7/21/2007 22:25
J2868838186551507,1931.49,USD,michigan,9/26/2007 17:39
A3515832613379140,1425.02,EUR,washington,5/9/2007 22:06
Z8300643732605762,637.3,AUD,michigan,3/31/2007 5:21
W3183418824363942,1967.58,USD,gironde,3/24/2007 10:08
F8982983544971452,1884.66,USD,new york,2/11/2007 20:01
R2447853588288082,1630.08,USD,california,7/12/2007 10:26
W6659355448224598,119.18,USD,tennessee,4/23/2007 9:39
Q2824481426082717,1749.18,GBP,oslo,12/7/2007 19:14
P2268622424657021,86.77,USD,ontario,5/29/2007 12:24
F6182635644742396,1653.01,CAD,alberta,2/27/2007 7:02
P6413972124906639,1906.04,USD,texas,10/8/2007 11:47
J6526542498195716,1411.24,CAD,pennsylvania,2/17/2007 10:49
B4442214125426623,567.96,USD,gyeonggi-do,5/5/2007 13:34
K9046820912932608,806.73,USD,mazowieckie,2/6/2008 3:48
R9132132267789483,1688.43,USD,cagliari,3/31/2007 6:31
J4246422572916995,50.06,ARS,new york,3/30/2007 20:19
A1502206391131191,147.18,USD,bucuresti,4/5/2007 17:37
W5713589171547099,453.37,USD,greater london,2/22/2007 21:31
F8832779032344458,646.52,USD,colorado,2/25/2007 2:41
U6073670492798837,918.92,USD,belfast,9/2/2007 4:57
X1799604397787901,1633.76,USD,pennsylvania,5/21/2007 22:59
M1646323221363488,1924.05,USD,minnesota,8/30/2007 5:36
I4264553558201246,154.51,USD,michigan,9/28/2007 16:37
K4699374541464954,876.12,USD,west virginia,6/16/2007 9:02
Y6158208819413391,1489.35,USD,san salvador,2/19/2007 14:25
D4158134721085732,1481.06,AUD,new jersey,2/11/2007 5:17
Q4366903849131736,915.34,USD,milano,6/17/2007 8:25
Y8627633818452082,1201.02,USD,pennsylvania,2/26/2007 17:34
U4974648477808387,970.33,USD,powys,8/11/2007 11:32
Y6339780037119676,597.88,GBP,pennsylvania,6/11/2007 1:28
Z7417875427794719,1043.48,USD,massachusetts,4/23/2007 12:32
Z2054342714379765,371.25,HKD,gauteng,5/31/2007 11:49
B3017852596342372,1086.28,USD,rio grande do norte,2/24/2007 16:32
I3398884441533166,758.08,JPY,greater london,3/19/2007 0:28
Y1480992520691115,1844.4,USD,georgia,9/2/2007 2:11
W9048489595634143,549.25,USD,california,6/12/2007 2:26
H4358847894992866,217.84,USD,manchester,2/15/2007 14:33
Q7348505010335449,1661.4,USD,new york,10/2/2007 22:15
F4179202956518809,1038.06,GBP,greater london,2/17/2007 9:35
T5614399323165125,343.86,CAD,south carolina,4/24/2007 7:20
T7904128790053818,1026.77,GBP,new york,3/26/2007 22:44
X4093975883311832,1631.51,GBP,pennsylvania,3/1/2007 9:12
H4164336235142040,915.66,USD,ohio,10/18/2007 21:30
B6163223841253763,1634.8,USD,indiana,4/23/2007 21:32
O9077318643999574,1779.81,USD,texas,9/28/2007 19:25
A1251833548787742,1214.88,USD,utrecht,6/16/2007 16:37
H9920791943246580,1517.09,USD,wien,5/9/2007 21:54
Y5655369193037015,854.07,USD,new jersey,2/10/2007 12:55
T1778954310584197,1304.27,USD,manchester,11/1/2007 16:44
W9320187752821177,89.54,USD,alabama,5/12/2007 6:59
P8364294882204725,1421.71,USD,manchester,2/11/2007 4:54
W6641598147684888,1721.15,USD,illinois,3/28/2007 3:20
R8376846875194923,1646.01,SEK,new york,11/26/2007 0:44
Y9790657433534960,1322.69,USD,washington,2/18/2007 7:41
R7933470959727622,985.1,USD,new jersey,2/16/2007 5:16
M2902909871949880,1755.85,USD,south australia,5/6/2007 22:21
A5054201932786078,1959.88,GBP,greater london,12/7/2007 21:18
H5573835918452319,1020.07,USD,san salvador,7/22/2007 20:49
M8750692512205051,52.01,USD,none,2/17/2007 20:56
U6809347597192233,485.59,USD,texas,5/21/2007 0:49
S6622520583737400,721.84,CAD,greater london,7/5/2007 10:55
P4307239198927686,1976.16,EUR,maryland,4/4/2007 9:01
H1946735882691772,1578.35,USD,none,4/16/2007 2:18
F4117333872567375,618.47,USD,south tyneside,5/11/2007 9:47
L1843193394129147,1600.03,EUR,illinois,3/12/2007 19:11
Q2757118468417831,174.65,USD,overijssel,1/24/2008 21:59
P5942742443782355,77.88,KRW,california,8/4/2007 2:30
E6979781592435149,1830.65,USD,louisiana,4/1/2007 19:18
F5421964133921233,652.18,CAD,new york,2/11/2007 8:07
K8007680487306084,1290.07,USD,texas,3/11/2007 18:00
Q2467846468898557,247.89,USD,oklahoma,4/1/2007 20:43
Z4946598889155537,819.71,USD,victoria,5/30/2007 5:01
U6509372121255913,669.88,USD,louisiana,10/20/2007 17:46
Q3475619440398592,847.66,GBP,new south wales,5/31/2007 15:32
O1486996048543578,190.09,USD,ciudad de buenos aires,6/23/2007 4:58
P7645955464979245,348.48,USD,saskatchewan,2/10/2007 17:15
K7167106049862914,1721.63,CAD,texas,7/25/2007 21:45
C4529108393807597,775.75,SEK,british columbia,7/5/2007 9:15
M8468550338943067,681.96,USD,kochi,10/18/2007 16:41
L6460383695907082,1257.16,EUR,louisiana,2/11/2007 13:21
G1839613637668252,1717.47,USD,saitama,4/3/2007 3:17
I5299159826043049,914.82,USD,massachusetts,7/22/2007 23:15
Z5457974890064028,563.71,USD,krung thep,8/21/2007 19:58
G6883184642197822,1647.63,USD,maryland,2/19/2007 18:04
D2847182895349683,1790.99,USD,tennessee,3/15/2007 12:29
C3013218275149727,1846.46,USD,moskva,6/18/2007 22:40
D5433235467601441,1980.65,CAD,ontario,9/3/2007 6:54
G7761784495148410,874.81,USD,illinois,2/10/2007 11:23
M2597802924162847,1114.71,AUD,california,2/10/2007 18:14
O9142384835682845,155.63,EUR,saskatchewan,4/8/2007 4:44
B8547167161375133,1578.77,USD,minnesota,3/22/2007 14:38
Y6816971826603544,1710.54,CAD,greater london,6/6/2007 22:18
X8059566820152181,1071.95,USD,texas,2/10/2007 23:35
P2629550724263931,1031.3,USD,florida,3/27/2007 13:41
Z9959815974415865,75.5,USD,ohio,6/6/2007 5:14
P5242703540323555,1591.69,USD,moskva,2/10/2007 10:45
L5808829811739305,1036.24,ILS,nebraska,2/10/2007 23:38
S7878539194149341,1986.58,USD,indiana,7/31/2007 12:47
X4585224633106860,474.73,USD,victoria,5/5/2007 18:37
C2090698657558508,444.34,USD,oklahoma,7/28/2007 13:30
C5762971193887269,1836.6,USD,idaho,3/28/2007 8:20
H7527285513106280,758.75,USD,georgia,6/30/2007 14:04
U6516503195256497,18.29,SEK,tokyo,2/23/2007 8:51
F9942511279177439,871.62,USD,texas,3/30/2007 15:08
H6292505066853333,700.95,USD,ontario,4/7/2007 8:52
A9583270962916802,1544.61,USD,texas,6/5/2007 13:58
Q5749898277226962,1512.7,USD,rhode island,2/11/2007 2:45
P7040898222736658,672.99,AUD,texas,6/16/2007 19:53
O3955767671813594,327.17,USD,hauts-de-seine,4/12/2007 1:06
H9309778315292951,1652.1,USD,texas,8/9/2007 14:27
P9782651717726432,346.63,USD,new york,2/10/2007 18:55
G7871783679285563,763.83,USD,minas gerais,6/2/2007 9:59
D8561654398457349,1033.54,EUR,florida,5/26/2007 1:21
S7122556697352389,1186.81,AUD,hawaii,2/11/2007 8:07
O7823166059568506,884.06,USD,new jersey,6/3/2007 0:48
F4634705934485092,1883.77,GBP,pulau pinang,3/15/2007 6:19
W1072371931992889,1780.11,CAD,new york,9/30/2007 20:58
C7111587114982592,1149.33,USD,california,10/18/2007 14:55
L7316145338103552,1958.3,USD,hawaii,6/21/2007 0:28
M4811903995466397,1453.87,RUB,utah,4/23/2007 13:43
Q7743762370461409,1865.04,USD,sheffield,2/10/2007 14:19
M3884914683359378,451.39,GBP,florida,2/10/2007 20:53
F6566509777576198,1604.24,MYR,california,6/10/2007 10:33
O4778280940974394,1899.9,USD,california,2/10/2007 11:38
I9718803257769842,1826.3,USD,sor-trondelag,6/4/2007 17:42
H6673917846517373,1280.5,USD,arizona,2/17/2007 16:26
W9402345299015917,538.86,BRL,california,6/2/2007 11:04
C4434209146226774,467.95,SEK,alabama,2/13/2007 22:44
P3808421160406755,1040.12,USD,aichi,8/22/2007 8:48
C3983415053723352,661.19,USD,wisconsin,2/26/2007 15:26
F2404875947483726,1710.72,JPY,pennsylvania,5/26/2007 10:09
S8935508181171993,1333.86,USD,california,4/22/2007 8:03
B4543639272528257,1964.83,USD,kanagawa,3/18/2007 10:45
M4285137211273494,1574.8,USD,quebec,4/18/2007 6:13
T9732964621675284,635.91,USD,new york,6/22/2007 19:44
S8887459263739053,378.44,USD,tirol,10/20/2007 19:12
P2237422463631270,337.73,USD,vermont,10/2/2007 15:41
T5397899672379526,1430.54,USD,manchester,5/17/2007 10:03
M5850142142745896,838.09,NOK,california,5/31/2007 23:53
Q7360796751569154,1016.28,BRL,milano,10/18/2007 22:24
Y8453693315868022,1509.84,USD,osaka,5/31/2007 11:53
K7293975273835965,356.68,USD,british columbia,2/25/2007 6:02
A6981679526221626,915.45,TWD,stockholms lan,10/8/2007 18:41
F1240775798268646,1879.86,USD,indiana,2/10/2007 9:39
H1962118845432432,669.19,USD,california,5/20/2007 9:07
L8323475948246687,642.48,USD,sheffield,2/10/2007 19:40
H4872722153194797,1919.69,USD,quebec,9/1/2007 23:39
E7745606378807317,581.67,USD,florida,5/30/2007 7:15
C5375921510539200,562.77,USD,arkansas,9/26/2007 10:49
Y9016473918544051,1626.52,USD,bayern,3/19/2007 7:34
Z2678422548979711,1620.47,USD,florida,2/20/2007 22:15
K6132619577566412,984.66,USD,schleswig-holstein,3/31/2007 5:19
L6562393429509828,1838.17,NZD,michigan,6/4/2007 13:09
M4857625873867383,1867.23,USD,bucuresti,5/5/2007 22:07
J2392655490127058,1667.43,AUD,illinois,4/16/2007 20:05
G5345175214153552,1075.62,USD,california,5/29/2007 23:48
U7610475831107778,261.34,GBP,new york,3/28/2007 7:30
Z2589464275841560,169.95,USD,illinois,2/11/2007 4:40
I8307309032476956,145.5,AUD,california,6/30/2007 11:13
C1560204656455091,1128.8,USD,greater london,7/31/2007 4:59
J8298558864131023,927.2,USD,antwerpen,2/12/2007 17:37
W3576273782114149,392.01,USD,rio de janeiro,3/15/2007 5:21
L2880434571546010,21.9,USD,san salvador,2/10/2007 21:58
P3662269822172547,1496.83,EUR,california,2/10/2007 9:15
I9784555214401530,224.09,USD,texas,2/11/2007 1:50
U2177939980568730,922.63,USD,florida,2/10/2007 15:12
K4590146783959925,515.53,USD,massachusetts,5/17/2007 15:51
A4832844612589418,1913.83,USD,bayern,3/4/2007 13:40
Q9035134972073928,379.22,USD,indiana,4/18/2007 3:35
Q8529100232941202,1136.26,EUR,greater london,7/1/2007 9:07
P2252904797153194,1066.47,USD,south carolina,2/21/2007 14:05
J7577345943162697,1797.8,USD,rhode island,3/22/2007 19:03
O3398532971327256,1700.38,CAD,florida,3/30/2007 15:40
Q3924529472219841,1623.99,DKK,tokyo,3/25/2007 3:41
K4246122242081451,394.51,USD,sheffield,2/27/2007 5:22
A9363870295095700,1328.31,DKK,florida,6/26/2007 10:39
J4592496061227007,18.85,RUB,colorado,3/11/2007 7:38
W9836400417021712,1400.75,SEK,washington,4/26/2007 13:20
B8294760562158220,394.34,USD,california,12/4/2007 19:34
J7591844317501071,1128.4,EUR,oise,3/9/2007 14:45
A1965969951364321,883.6,EUR,massachusetts,3/28/2007 3:15
D2307200876929689,18.28,USD,alabama,3/10/2007 9:06
P7323860728706925,805.44,USD,texas,2/10/2007 10:57
C4669718197467747,1229.92,GBP,hamerkaz,3/14/2007 19:10
T1909658550586090,1046.95,USD,new hampshire,2/11/2007 2:47
N7943312531423702,15.99,USD,texas,6/23/2007 13:57
Q5464177513823316,1585.85,USD,greater london,2/19/2007 18:05
Q5477243333919649,597.53,USD,texas,7/22/2007 21:45
P1377281276497666,1048.52,USD,new south wales,12/7/2007 13:15
M8901167623734992,537.56,GBP,alberta,9/22/2007 21:40
E5391694965547367,920.78,USD,california,4/12/2007 7:07
D6008553381526471,614.19,USD,texas,10/20/2007 19:35
K4608214181077346,730.39,USD,illinois,7/23/2007 3:33
H8167857765212267,1531.26,USD,virginia,4/15/2007 5:21
V3850625516545607,1312.66,USD,minnesota,2/11/2007 0:01
G6719301994201246,1380.21,USD,oslo,2/17/2007 3:40
S8282471692615463,1000.21,SEK,pennsylvania,2/18/2007 20:13
Q5061774490218408,757.0,DKK,moskva,10/8/2007 14:59
J7630534062251261,137.82,GBP,podlaskie,3/28/2007 5:23
R2713854967951227,871.15,USD,california,2/27/2007 0:34
Z2564450113081324,1720.1,AUD,nordrhein-westfalen,6/23/2007 20:23
H7965213148672123,1977.31,CAD,ontario,7/28/2007 20:16
Y5408273748327978,1199.25,GBP,ad dawhah,2/11/2007 0:13
X2648846155314503,69.39,USD,cote-d'or,2/27/2007 12:50
E2066683250549765,229.94,USD,nebraska,10/21/2007 1:38
R5284541636672728,487.74,USD,illinois,3/3/2007 3:42
A5987493054938909,1669.5,USD,oklahoma,3/18/2007 11:33
M1851416151468992,386.66,USD,new york,5/20/2007 17:19
R5955787934187539,231.23,USD,west berkshire,2/24/2007 17:23
F3327717226884389,1475.12,USD,ohio,4/29/2007 17:44
V1892546195768306,1838.12,USD,texas,7/13/2007 0:18
A6981496043384184,1992.0,USD,moskva,3/30/2007 19:30
E7570601290064099,1639.91,EUR,california,3/13/2007 8:39
I1261143654597638,353.16,USD,victoria,5/20/2007 8:54
Z2030198811973411,1546.02,MXN,tennessee,6/10/2007 12:36
O5297136773818522,1648.87,USD,new york,12/5/2007 2:16
Z8189220262468183,1691.65,USD,california,3/23/2007 3:42
S4707467046562905,852.88,USD,san salvador,4/9/2007 17:18
K7922517850105326,916.13,SEK,north carolina,2/27/2007 6:08
X2841867585049781,731.77,AUD,nordrhein-westfalen,4/7/2007 13:16
O2694554493047233,1678.06,AUD,california,4/19/2007 10:21
T9435935828056743,903.75,USD,texas,7/4/2007 19:55
W2431615859869222,1635.6,USD,pennsylvania,2/11/2007 8:40
W4448974238518020,233.98,USD,texas,6/26/2007 8:58
U7060907191405563,505.0,USD,colorado,4/1/2007 23:47
K7141151049855872,781.76,CAD,new york,12/15/2007 18:16
J7320994022376447,225.0,USD,kansas,5/26/2007 3:54
Z3112269948312973,1007.26,EUR,hessen,10/2/2007 16:24
B3281922410019050,1152.8,USD,alabama,2/26/2007 8:32
N4247479788902156,1924.71,USD,north carolina,3/12/2007 9:57
E4892731116568663,731.41,USD,bern,12/20/2007 1:15
C7321599677359823,442.32,USD,uusimaa,4/23/2007 9:45
D8237387893047862,1589.37,USD,texas,4/23/2007 13:24
X5684942435077841,1675.99,USD,massachusetts,6/10/2007 20:02
K8618260295279151,1202.29,USD,alaska,9/30/2007 13:16
C6154409488752706,1169.73,USD,virginia,4/12/2007 6:59
U1312804920246607,339.68,USD,zurich,3/3/2007 14:43
H1056615520237173,851.62,USD,neuquen,10/18/2007 12:16
Q9499480971172116,1905.97,EUR,north carolina,8/17/2007 1:21
D3897194128171296,1150.73,USD,barcelona,10/21/2007 3:45
X4234486233826559,1334.23,USD,georgia,3/30/2007 23:01
E7503266247164578,139.01,USD,rio de janeiro,4/29/2007 15:41
J2111355475422561,389.66,GBP,ohio,7/21/2007 12:29
W2880369451957334,81.11,USD,montana,2/18/2007 10:08
O1874993971255969,667.88,CAD,south australia,2/13/2007 15:04
N8774309694159755,1959.08,JPY,north carolina,6/11/2007 7:23
V8130979559533241,1136.4,EUR,ohio,2/10/2007 16:36
Y2104873045191950,1764.05,USD,new york,9/18/2007 11:42
F2807294849586828,1359.56,USD,massachusetts,2/23/2007 8:44
L8299439189587629,1593.69,GBP,new york,3/3/2007 16:50
Z3132731473044759,1960.44,USD,texas,4/1/2007 9:29
